store	date_open	date_close	cart	source	seat	place_checkout	order	orderdate	product	quantity	options	place_item	user	customer
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-08-31T18:23:06Z	2022-09-01T10:19:15Z	030f913518a26698eb20fbaa7c252c367cae394e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	921366dadfe6fc146fffc17f47b1e475a1c9da87	2022-08-31T18:23:26Z	893d6c94736503433960018b63534356402c9352	1		9i2ckmqmetvhd	4n17t1hrl6196	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-08-31T17:57:23Z	2022-09-01T10:21:25Z	506b7c7e4302905ca211b2c317158188eb875a9b	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	081aca9eaadf65cbc554db081c57f536ea7e73c7	2022-08-31T17:57:31Z	ec569873d42e078a4b8a09916c8808e0df64d468	1		9i2ckmqmetvhd	4n17t1hrl6196	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T10:41:50Z	2022-09-01T12:42:37Z	ef7a7fad6ee526ed50a16f074b2d7c9f2d55352e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	0c8fbff6780264e8d8eb1bfce55b89faed697ebf	2022-09-01T10:45:50Z	2a12acfeb60e22b32c420b29ea2ea41884b47e5b	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T10:41:50Z	2022-09-01T12:42:37Z	ef7a7fad6ee526ed50a16f074b2d7c9f2d55352e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	0c8fbff6780264e8d8eb1bfce55b89faed697ebf	2022-09-01T10:45:50Z	44755813ae014ece6f6c04116f334c53ff34a3a8	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T10:41:50Z	2022-09-01T12:42:37Z	ef7a7fad6ee526ed50a16f074b2d7c9f2d55352e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	a3cba7078a7d0492c5d71bc2aacd49f043713405	2022-09-01T10:50:41Z	893d6c94736503433960018b63534356402c9352	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T10:41:50Z	2022-09-01T12:42:37Z	ef7a7fad6ee526ed50a16f074b2d7c9f2d55352e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	8f1aedf54ec1d9fb57b16c88f92444292e4d4a1c	2022-09-01T12:18:50Z	44755813ae014ece6f6c04116f334c53ff34a3a8	4		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T10:41:50Z	2022-09-01T12:42:37Z	ef7a7fad6ee526ed50a16f074b2d7c9f2d55352e	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	5be70438f895e3a3a346e57c12f73f736c03e908	2022-09-01T12:41:59Z	ec539a387cf7e18369081f1a2a7090ea0bb8264b	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T12:16:11Z	2022-09-01T12:43:11Z	63d57c415132c0c6e3f507e2b474f1d2e4794a8f	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	4e17068c5fdc35824b15d21a42cf86df98b0980f	2022-09-01T12:18:29Z	44755813ae014ece6f6c04116f334c53ff34a3a8	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T12:16:11Z	2022-09-01T12:43:11Z	63d57c415132c0c6e3f507e2b474f1d2e4794a8f	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	4e17068c5fdc35824b15d21a42cf86df98b0980f	2022-09-01T12:18:29Z	44755813ae014ece6f6c04116f334c53ff34a3a8	1		9i2ckmqmetvhd	brou2ueecgcsp	
65769f9fb374622a16c7b4518a89717fa79c50c0	2022-09-01T12:31:17Z	2022-09-01T12:43:56Z	d923d1b11b45cf1737135d5a139fc9bc1fd0bbfd	e19c57fab6313ab5d54efda99a6be6ea6ea952a3	05b4dcec154607f87681598ffbc0b518c99a45da	00ab6bc627777d741cd58736d0c462f33bfb1304	eccb25bae01db2d62e81a132f1a15499c385d561	2022-09-01T12:31:24Z	49fd016c623d5afacf00b9e878599b33a393a247	1		9i2ckmqmetvhd	brou2ueecgcsp	
